Description	
Number of Runs	750
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
534	900	1146	1	04/10/25 12:20:41 PM	
535	900	1164	1	04/10/25 12:20:42 PM	
536	900	1147	1	04/10/25 12:20:43 PM	
537	900	1192	1	04/10/25 12:20:44 PM	
538	900	1164	1	04/10/25 12:20:46 PM	
539	900	1158	1	04/10/25 12:20:47 PM	
540	900	1170	1	04/10/25 12:20:48 PM	
541	900	1151	1	04/10/25 12:20:49 PM	
542	900	1171	1	04/10/25 12:20:50 PM	
543	900	1193	1	04/10/25 12:20:52 PM	
544	900	1158	1	04/10/25 12:20:53 PM	
545	900	1129	1	04/10/25 12:20:54 PM	
546	900	1182	1	04/10/25 12:20:55 PM	
547	900	1176	1	04/10/25 12:20:56 PM	
548	900	1164	1	04/10/25 12:20:58 PM	
549	900	1146	1	04/10/25 12:20:59 PM	
550	900	1138	1	04/10/25 12:21:00 PM	
551	900	1167	1	04/10/25 12:21:01 PM	
552	900	1147	1	04/10/25 12:21:02 PM	
553	900	1164	1	04/10/25 12:21:04 PM	
554	900	1180	1	04/10/25 12:21:05 PM	
555	900	1176	1	04/10/25 12:21:06 PM	
556	900	1130	1	04/10/25 12:21:07 PM	
557	900	1138	1	04/10/25 12:21:08 PM	
558	900	1139	1	04/10/25 12:21:10 PM	
559	900	1154	1	04/10/25 12:21:11 PM	
560	900	1141	1	04/10/25 12:21:12 PM	
561	900	1162	1	04/10/25 12:21:13 PM	
562	900	1184	1	04/10/25 12:21:15 PM	
563	900	1189	1	04/10/25 12:21:16 PM	
564	900	1194	1	04/10/25 12:21:17 PM	
565	900	1164	1	04/10/25 12:21:18 PM	
566	900	1173	1	04/10/25 12:21:19 PM	
567	900	1156	1	04/10/25 12:21:21 PM	
568	900	1168	1	04/10/25 12:21:22 PM	
569	900	1159	1	04/10/25 12:21:23 PM	
570	900	1148	1	04/10/25 12:21:24 PM	
571	900	1150	1	04/10/25 12:21:25 PM	
572	900	1161	1	04/10/25 12:21:27 PM	
573	900	1145	1	04/10/25 12:21:28 PM	
574	900	1169	1	04/10/25 12:21:29 PM	
575	900	1153	1	04/10/25 12:21:30 PM	
576	900	1179	1	04/10/25 12:21:32 PM	
577	900	1158	1	04/10/25 12:21:33 PM	
578	900	1155	1	04/10/25 12:21:34 PM	
579	900	1160	1	04/10/25 12:21:35 PM	
580	900	1148	1	04/10/25 12:21:36 PM	
581	900	1155	1	04/10/25 12:21:38 PM	
582	900	1156	1	04/10/25 12:21:39 PM	
583	900	1173	1	04/10/25 12:21:40 PM	
584	900	1170	1	04/10/25 12:21:41 PM	
585	900	1160	1	04/10/25 12:21:42 PM	
586	900	1154	1	04/10/25 12:21:44 PM	
587	900	1144	1	04/10/25 12:21:45 PM	
588	900	1163	1	04/10/25 12:21:46 PM	
589	900	1164	1	04/10/25 12:21:47 PM	
590	900	1176	1	04/10/25 12:21:49 PM	
591	900	1140	1	04/10/25 12:21:50 PM	
592	900	1172	1	04/10/25 12:21:51 PM	
593	900	1158	1	04/10/25 12:21:52 PM	
594	900	1147	1	04/10/25 12:21:53 PM	
595	900	1149	1	04/10/25 12:21:54 PM	
596	900	1182	1	04/10/25 12:21:56 PM	
597	900	1146	1	04/10/25 12:21:57 PM	
598	900	1148	1	04/10/25 12:21:58 PM	
599	900	1155	1	04/10/25 12:21:59 PM	
600	900	1159	1	04/10/25 12:22:00 PM	
601	900	1134	1	04/10/25 12:22:01 PM	
602	900	1156	1	04/10/25 12:22:03 PM	
603	900	1186	1	04/10/25 12:22:04 PM	
604	900	1158	1	04/10/25 12:22:05 PM	
605	900	1169	1	04/10/25 12:22:06 PM	
606	900	1188	1	04/10/25 12:22:07 PM	
607	900	1174	1	04/10/25 12:22:09 PM	
608	900	1157	1	04/10/25 12:22:10 PM	
609	900	1142	1	04/10/25 12:22:11 PM	
610	900	1178	1	04/10/25 12:22:12 PM	
611	900	1172	1	04/10/25 12:22:13 PM	
612	900	1152	1	04/10/25 12:22:15 PM	
613	900	1156	1	04/10/25 12:22:16 PM	
614	900	1148	1	04/10/25 12:22:17 PM	
615	900	1136	1	04/10/25 12:22:18 PM	
616	900	1164	1	04/10/25 12:22:19 PM	
617	900	1147	1	04/10/25 12:22:20 PM	
618	900	1160	1	04/10/25 12:22:22 PM	
619	900	1148	1	04/10/25 12:22:23 PM	
620	900	1178	1	04/10/25 12:22:24 PM	
621	900	1124	1	04/10/25 12:22:25 PM	
622	900	1154	1	04/10/25 12:22:26 PM	
623	900	1166	1	04/10/25 12:22:28 PM	
624	900	1196	1	04/10/25 12:22:29 PM	
625	900	1174	1	04/10/25 12:22:30 PM	
626	900	1148	1	04/10/25 12:22:31 PM	
627	900	1172	1	04/10/25 12:22:32 PM	
628	900	1172	1	04/10/25 12:22:34 PM	
629	900	1157	1	04/10/25 12:22:35 PM	
630	900	1127	1	04/10/25 12:22:36 PM	
631	900	1140	1	04/10/25 12:22:37 PM	
632	900	1124	1	04/10/25 12:22:38 PM	
633	900	1161	1	04/10/25 12:22:40 PM	
634	900	1167	1	04/10/25 12:22:41 PM	
635	900	1160	1	04/10/25 12:22:42 PM	
636	900	1150	1	04/10/25 12:22:43 PM	
637	900	1143	1	04/10/25 12:22:44 PM	
638	900	1139	1	04/10/25 12:22:45 PM	
639	900	1158	1	04/10/25 12:22:47 PM	
640	900	1181	1	04/10/25 12:22:48 PM	
641	900	1143	1	04/10/25 12:22:49 PM	
642	900	1167	1	04/10/25 12:22:50 PM	
643	900	1165	1	04/10/25 12:22:51 PM	
644	900	1151	1	04/10/25 12:22:53 PM	
645	900	1106	1	04/10/25 12:22:54 PM	
646	900	1173	1	04/10/25 12:22:55 PM	
647	900	1156	1	04/10/25 12:22:56 PM	
648	900	1171	1	04/10/25 12:22:57 PM	
649	900	1155	1	04/10/25 12:22:59 PM	
650	900	1157	1	04/10/25 12:23:00 PM	
651	900	1169	1	04/10/25 12:23:01 PM	
652	900	1150	1	04/10/25 12:23:02 PM	
653	900	1154	1	04/10/25 12:23:03 PM	
654	900	1198	1	04/10/25 12:23:05 PM	
655	900	1128	1	04/10/25 12:23:06 PM	
656	900	1163	1	04/10/25 12:23:07 PM	
657	900	1157	1	04/10/25 12:23:08 PM	
658	900	1152	1	04/10/25 12:23:09 PM	
659	900	1170	1	04/10/25 12:23:10 PM	
660	900	1151	1	04/10/25 12:23:12 PM	
661	900	1189	1	04/10/25 12:23:13 PM	
662	900	1147	1	04/10/25 12:23:14 PM	
663	900	1149	1	04/10/25 12:23:15 PM	
664	900	1176	1	04/10/25 12:23:16 PM	
665	900	1131	1	04/10/25 12:23:18 PM	
666	900	1200	1	04/10/25 12:23:19 PM	
667	900	1166	1	04/10/25 12:23:20 PM	
668	900	1157	1	04/10/25 12:23:21 PM	
669	900	1195	1	04/10/25 12:23:22 PM	
670	900	1167	1	04/10/25 12:23:24 PM	
671	900	1126	1	04/10/25 12:23:25 PM	
672	900	1157	1	04/10/25 12:23:26 PM	
673	900	1169	1	04/10/25 12:23:27 PM	
674	900	1162	1	04/10/25 12:23:28 PM	
675	900	1205	1	04/10/25 12:23:30 PM	
676	900	1196	1	04/10/25 12:23:31 PM	
677	900	1155	1	04/10/25 12:23:32 PM	
678	900	1149	1	04/10/25 12:23:33 PM	
679	900	1189	1	04/10/25 12:23:34 PM	
680	900	1160	1	04/10/25 12:23:35 PM	
681	900	1159	1	04/10/25 12:23:37 PM	
682	900	1139	1	04/10/25 12:23:38 PM	
683	900	1172	1	04/10/25 12:23:39 PM	
684	900	1147	1	04/10/25 12:23:40 PM	
685	900	1169	1	04/10/25 12:23:41 PM	
686	900	1168	1	04/10/25 12:23:43 PM	
687	900	1154	1	04/10/25 12:23:44 PM	
688	900	1157	1	04/10/25 12:23:45 PM	
689	900	1149	1	04/10/25 12:23:46 PM	
690	900	1161	1	04/10/25 12:23:47 PM	
691	900	1128	1	04/10/25 12:23:48 PM	
692	900	1158	1	04/10/25 12:23:50 PM	
693	900	1174	1	04/10/25 12:23:51 PM	
694	900	1167	1	04/10/25 12:23:52 PM	
695	900	1160	1	04/10/25 12:23:53 PM	
696	900	1155	1	04/10/25 12:23:55 PM	
697	900	1158	1	04/10/25 12:23:56 PM	
698	900	1161	1	04/10/25 12:23:57 PM	
699	900	1138	1	04/10/25 12:23:58 PM	
700	900	1142	1	04/10/25 12:23:59 PM	
701	900	1150	1	04/10/25 12:24:01 PM	
702	900	1153	1	04/10/25 12:24:02 PM	
703	900	1175	1	04/10/25 12:24:03 PM	
704	900	1140	1	04/10/25 12:24:04 PM	
705	900	1166	1	04/10/25 12:24:05 PM	
706	900	1153	1	04/10/25 12:24:07 PM	
707	900	1169	1	04/10/25 12:24:08 PM	
708	900	1169	1	04/10/25 12:24:09 PM	
709	900	1145	1	04/10/25 12:24:10 PM	
710	900	1203	1	04/10/25 12:24:11 PM	
711	900	1164	1	04/10/25 12:24:13 PM	
712	900	1177	1	04/10/25 12:24:14 PM	
713	900	1175	1	04/10/25 12:24:15 PM	
714	900	1164	1	04/10/25 12:24:16 PM	
715	900	1184	1	04/10/25 12:24:17 PM	
716	900	1160	1	04/10/25 12:24:19 PM	
717	900	1178	1	04/10/25 12:24:20 PM	
718	900	1138	1	04/10/25 12:24:21 PM	
719	900	1153	1	04/10/25 12:24:22 PM	
720	900	1131	1	04/10/25 12:24:23 PM	
721	900	1155	1	04/10/25 12:24:25 PM	
722	900	1136	1	04/10/25 12:24:26 PM	
723	900	1167	1	04/10/25 12:24:27 PM	
724	900	1153	1	04/10/25 12:24:28 PM	
725	900	1142	1	04/10/25 12:24:29 PM	
726	900	1173	1	04/10/25 12:24:31 PM	
727	900	1157	1	04/10/25 12:24:32 PM	
728	900	1165	1	04/10/25 12:24:33 PM	
729	900	1164	1	04/10/25 12:24:34 PM	
730	900	1131	1	04/10/25 12:24:36 PM	
731	900	1153	1	04/10/25 12:24:37 PM	
732	900	1162	1	04/10/25 12:24:38 PM	
733	900	1164	1	04/10/25 12:24:39 PM	
734	900	1163	1	04/10/25 12:24:40 PM	
735	900	1161	1	04/10/25 12:24:42 PM	
736	900	1142	1	04/10/25 12:24:43 PM	
737	900	1153	1	04/10/25 12:24:44 PM	
738	900	1139	1	04/10/25 12:24:45 PM	
739	900	1178	1	04/10/25 12:24:46 PM	
740	900	1157	1	04/10/25 12:24:48 PM	
741	900	1158	1	04/10/25 12:24:49 PM	
742	900	1170	1	04/10/25 12:24:50 PM	
743	900	1211	1	04/10/25 12:24:51 PM	
744	900	1158	1	04/10/25 12:24:52 PM	
745	900	1132	1	04/10/25 12:24:54 PM	
746	900	1153	1	04/10/25 12:24:55 PM	
747	900	1160	1	04/10/25 12:24:56 PM	
748	900	1169	1	04/10/25 12:24:57 PM	
749	900	1200	1	04/10/25 12:24:58 PM	
750	900	1182	1	04/10/25 12:25:00 PM	
