30.000000,40.000000,50.000000,60.000000,70.000000,80.000000,90.000000,100.000000,110.000000,120.000000,130.000000,140.000000,150.000000,160.000000,170.000000,180.000000,190.000000,200.000000,210.000000,220.000000
1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000,1.800000
768152.000000,768156.000000,768152.000000,768148.000000,768152.000000,768148.000000,768152.000000,768152.000000,768152.000000,768148.000000,768152.000000,768156.000000,768156.000000,768152.000000,768152.000000,768156.000000,768156.000000,768144.000000,768156.000000,768148.000000
11.200000,43.600000,91.100000,63.700000,65.100000,41.100000,43.500000,40.500000,59.400000,51.900000,49.600000,21.200000,16.400000,17.200000,15.500000,13.500000,12.400000,11.700000,10.000000,9.400000
68.000000,77.000000,56.000000,53.000000,53.000000,65.000000,43.000000,65.000000,53.000000,69.000000,59.000000,63.000000,65.000000,62.000000,57.000000,74.000000,68.000000,63.000000,65.000000,59.000000
68.000000,77.000000,57.000000,53.000000,53.000000,66.000000,43.000000,65.000000,53.000000,68.000000,59.000000,63.000000,65.000000,62.000000,57.000000,74.000000,68.000000,63.000000,65.000000,59.000000
68.000000,77.000000,56.000000,53.000000,53.000000,66.000000,43.000000,65.000000,53.000000,68.000000,59.000000,63.000000,65.000000,62.000000,57.000000,74.000000,68.000000,63.000000,65.000000,59.000000
68.000000,77.000000,56.000000,53.000000,53.000000,66.000000,43.000000,65.000000,53.000000,67.000000,59.000000,63.000000,65.000000,62.000000,57.000000,74.000000,68.000000,63.000000,65.000000,59.000000
68.000000,77.000000,56.000000,53.000000,53.000000,66.000000,44.000000,65.000000,53.000000,66.000000,59.000000,63.000000,65.000000,62.000000,57.000000,74.000000,68.000000,63.000000,65.000000,60.000000
68.000000,78.000000,57.000000,53.000000,53.000000,66.000000,43.000000,65.000000,53.000000,64.000000,59.000000,63.000000,65.000000,61.000000,57.000000,74.000000,68.000000,63.000000,65.000000,60.000000
68.000000,77.000000,57.000000,53.000000,53.000000,66.000000,44.000000,65.000000,53.000000,63.000000,59.000000,63.000000,65.000000,61.000000,57.000000,75.000000,68.000000,64.000000,65.000000,60.000000
68.000000,77.000000,56.000000,53.000000,53.000000,66.000000,43.000000,65.000000,53.000000,63.000000,59.000000,63.000000,66.000000,61.000000,57.000000,75.000000,68.000000,64.000000,65.000000,60.000000
68.000000,77.000000,56.000000,53.000000,53.000000,66.000000,44.000000,65.000000,53.000000,63.000000,59.000000,63.000000,65.000000,61.000000,57.000000,74.000000,68.000000,64.000000,66.000000,60.000000
68.000000,77.000000,57.000000,53.000000,53.000000,66.000000,44.000000,65.000000,53.000000,64.000000,59.000000,63.000000,65.000000,61.000000,57.000000,74.000000,68.000000,64.000000,65.000000,60.000000
68.000000,77.000000,56.000000,53.000000,53.000000,66.000000,43.000000,65.000000,53.000000,65.000000,59.000000,63.000000,65.000000,61.000000,57.000000,74.000000,68.000000,64.000000,66.000000,60.000000
68.000000,77.000000,57.000000,53.000000,53.000000,66.000000,44.000000,65.000000,53.000000,66.000000,59.000000,63.000000,65.000000,61.000000,57.000000,74.000000,68.000000,64.000000,66.000000,59.000000
68.000000,77.000000,56.000000,53.000000,53.000000,66.000000,44.000000,65.000000,53.000000,67.000000,59.000000,63.000000,65.000000,61.000000,57.000000,74.000000,68.000000,64.000000,66.000000,59.000000
68.000000,77.000000,57.000000,53.000000,53.000000,66.000000,44.000000,65.000000,53.000000,68.000000,59.000000,63.000000,66.000000,61.000000,57.000000,73.000000,68.000000,64.000000,66.000000,60.000000
68.000000,78.000000,57.000000,53.000000,53.000000,66.000000,44.000000,65.000000,53.000000,69.000000,59.000000,63.000000,66.000000,61.000000,57.000000,73.000000,68.000000,64.000000,66.000000,60.000000
68.000000,77.000000,56.000000,53.000000,53.000000,66.000000,43.000000,65.000000,53.000000,69.000000,59.000000,63.000000,65.000000,61.000000,57.000000,73.000000,68.000000,64.000000,66.000000,60.000000
68.000000,77.000000,57.000000,53.000000,53.000000,66.000000,44.000000,65.000000,53.000000,70.000000,59.000000,63.000000,65.000000,61.000000,57.000000,72.000000,69.000000,64.000000,66.000000,60.000000
